Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
September,09/06/2022,10:34 AM,09/06/2022,9:00 PM,California: Sacramento County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,Unknown,0
September,09/06/2022,4:00 PM,09/06/2022,9:00 PM,California: Shasta County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Severe Weather,272,44000
September,09/06/2022,7:20 PM,09/06/2022,9:01 PM,Idaho: Oregon:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,Unknown,Unknown
September,09/06/2022,5:00 PM,09/06/2022,8:00 PM,"Nevada: Clark County, Washoe County;",WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,8800,1300000
September,09/07/2022,1:45 PM,09/07/2022,7:00 PM,Florida: Alachua County;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Cyber Event,0,0
September,09/07/2022,11:31 AM,09/07/2022,9:00 PM,California: Sacramento County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,Unknown,0
September,09/07/2022,1:00 PM,Unknown,Unknown,California: Imperial County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
September,09/07/2022,5:00 PM,09/07/2022,8:00 PM,"Nevada: Clark County, Washoe County;",WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,8600,1300000
September,09/07/2022,4:00 PM,09/07/2022,9:00 PM,California: Shasta County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Severe Weather,257,44000
September,09/08/2022,10:52 AM,09/09/2022,9:00 PM,California: Sacramento County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,Unknown,0
September,09/08/2022,11:54 AM,09/08/2022,9:00 PM,California: Shasta County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Severe Weather,258,44000
September,09/08/2022,5:00 PM,09/08/2022,8:00 PM,"Nevada: Clark County, Washoe County;",WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,8250,1300000
September,09/09/2022,4:00 PM,09/09/2022,9:00 PM,California: Shasta County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Severe Weather,257,44000
September,09/10/2022,10:30 PM,09/10/2022,10:31 PM,Indiana: Spencer County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,Unknown
September,09/11/2022,6:19 PM,09/11/2022,10:28 PM,Texas: Fayette County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
September,09/13/2022,7:55 PM,09/13/2022,8:01 PM,Texas: El Paso County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,0,0
September,09/15/2022,7:52 PM,09/15/2022,9:31 PM,Texas: Fayette County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
September,09/16/2022,6:30 PM,09/16/2022,11:15 PM,Oregon: Multnomah County; Washington: Clark County;,WECC,Complete loss of Interpersonal Communication and Alternative Interpersonal Communication capability affecting its staffed Bulk Electric System control center for 30 continuous minutes or more.,Transmission Interruption,0,0
September,09/16/2022,6:00 PM,09/16/2022,6:01 PM,Utah:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious Activity,0,0
September,09/21/2022,4:19 PM,09/21/2022,6:01 PM,Texas: Louisiana: Arkansas: Jefferson County; Mississippi:,TRE/SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,1521
September,09/22/2022,3:58 AM,09/22/2022,4:00 AM,"Florida: Pinellas County, Pasco County, Orange County, Lake County;",SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,Unknown,Unknown
September,09/22/2022,10:02 AM,09/22/2022,11:00 AM,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,1,0
September,09/23/2022,10:10 AM,09/23/2022,11:00 AM,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,2,0
September,09/27/2022,8:42 AM,09/27/2022,10:00 AM,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,1,0
September,09/28/2022,3:00 PM,10/03/2022,3:53 PM,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,676000
September,09/28/2022,6:00 PM,09/30/2022,3:20 PM,Florida:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,1000,116937
September,09/28/2022,3:00 PM,Unknown,Unknown,"Florida: Hillsborough County, Polk County, Pasco County, Pinellas County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,750,291361
September,09/29/2022,4:00 AM,10/03/2022,12:00 AM,"Florida: Orange County, Osceola County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,0
September,09/29/2022,3:27 AM,Unknown,Unknown,Florida: Polk County;,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,150,15797
September,09/30/2022,6:30 PM,10/01/2022,6:36 PM,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,154100
September,09/30/2022,1:46 PM,09/30/2022,6:09 PM,South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,108930
September,09/30/2022,2:45 AM,10/01/2022,4:15 PM,North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,48323
September,09/30/2022,11:00 AM,09/30/2022,12:00 PM,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,2,0
October,10/03/2022,6:00 AM,10/04/2022,7:00 AM,Alabama: Barbour County; Virginia:,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious activity,0,0
October,10/03/2022,1:45 PM,10/03/2022,2:30 PM,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,1,0
October,10/08/2022,4:23 PM,10/08/2022,4:50 PM,New York: Queens County;,NPCC,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",Suspicious activity,100,0
October,10/10/2022,3:50 PM,10/10/2022,4:05 PM,Texas: Louisiana: Arkansas: Pope County; Mississippi:,TRE/SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,0
October,10/13/2022,10:00 AM,10/13/2022,11:00 AM,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,1,0
October,10/14/2022,1:15 PM,10/14/2022,5:45 PM,Connecticut: Massachusetts: Maine: Rhode Island: New Hampshire: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Sever Weather,Unknown,76388
October,10/14/2022,1:30 PM,Unknown ,Unknown,Texas: Bee County;,RE ,Reportable Cyber Security Incident,Cyber Event,0,0
October,10/15/2022,9:52 AM,10/15/2022,10:23 AM,Arizona: Maricopa County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
October,10/15/2022,8:04 PM,10/18/2022,4:03 PM,Louisiana: Lafourche Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,69,16225
October,10/18/2022,3:12 PM,Unknown ,Unknown,Texas: Louisiana: Arkansas: Pope County; Mississippi:,TRE/SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,Unknown
October,10/21/2022,11:15 AM,10/21/2022,11:18 AM,California: Trinity County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious activity,0,0
October,10/24/2022,12:00 AM,10/28/2022,12:00 AM,Massachusetts: Essex County[13];,NPCC,Reportable Cyber Security Incident,Cyber Event,0,0
October,10/24/2022,4:29 PM,10/24/2022,6:05 PM,Texas: New Mexico: Chaves County;,TRE/WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,34,7551
October,10/25/2022,1:45 AM,10/25/2022,1:50 PM,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",System Operations,Unknown,109865
October,10/26/2022,7:32 PM,10/26/2022,8:38 PM,Texas:,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
October,10/27/2022,12:01 AM,10/27/2022,1:00 PM,Arkansas:,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,0
October,10/28/2022,2:16 PM,10/28/2022,3:00 PM,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,2,0
October,10/31/2022,9:14 PM,10/31/2022,10:14 PM,Louisiana:,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious activity,Unknown,0
November,11/02/2022,3:11 PM,11/02/2022,3:25 PM,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
November,11/03/2022,12:07 PM,11/03/2022,2:24 PM,Washington: Douglas County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
November,11/04/2022,8:05 PM,11/07/2022,9:00 AM,"Washington: Island County, King County, Kittitas County, Thurston County, Kitsap County, Pierce County, Skagit County, Whatcom County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,214000
November,11/05/2022,1:00 PM,11/08/2022,7:00 AM,"Michigan: Kalamazoo County, Kent County, Calhoun County, Genesee County, Ottawa County, Muskegon County, Eaton County, Saginaw County, Van Buren County, Hillsdale County, Shiawassee County, Jackson County, Lenawee County, Branch County, Montcalm County, Monroe County, Manistee County, Roscommon County, Clinton County, Ingham County, Gladwin County, Arenac County, Ogemaw County, Iosco County, Alcona County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,158450
November,11/05/2022,7:57 PM,Unknown,Unknown,"Michigan: Oakland County, Wayne County, Monroe County, Lapeer County, St. Clair County, Washtenaw County, Macomb County, Tuscola County, Sanilac County, Huron County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,53000
November,11/05/2022,7:00 PM,Unknown,Unknown,Wisconsin:,MRO/RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,50000
November,11/08/2022,3:48 PM,11/08/2022,4:21 PM,Texas: Hockley County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
November,11/10/2022,11:07 AM,11/10/2022,12:00 PM,Arkansas: Pulaski County;,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Generation Inadequacy,0,0
November,11/10/2022,6:00 AM,11/11/2022,8:47 AM,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,160000
November,11/11/2022,1:00 AM,11/11/2022,5:00 AM,California: San Bernardino County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,Unknown
November,11/11/2022,1:41 AM,11/14/2022,2:00 PM,Ohio: Knox County;,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack/Vandalism,7,1775
November,11/15/2022,10:17 AM,11/15/2022,11:06 AM,Massachusetts: Hampden County[13];,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
November,11/15/2022,1:00 AM,11/15/2022,6:00 AM,Oregon: Josephine County; Washington: Idaho: Utah: Wyoming:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
November,11/18/2022,4:30 AM,11/18/2022,4:59 AM,Washington: Cowlitz County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack/Vandalism,3,1454
November,11/22/2022,10:01 AM,11/22/2022,10:43 AM,Maine: Penobscot County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
November,11/23/2022,7:03 AM,11/23/2022,8:57 AM,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
November,11/23/2022,10:15 AM,11/23/2022,2:09 PM,Washington: Pierce County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack/Vandalism,0,0
November,11/23/2022,12:46 PM,11/23/2022,1:19 PM,Michigan:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
November,11/23/2022,9:30 AM,Unknown,Unknown,Maryland: Delaware: New Jersey: Pennsylvania: Illinois: District of Columbia:,RF,Cyber event that could potentially impact electric power system adequacy or reliability,Cyber Event,Unknown,Unknown
November,11/24/2022,1:40 AM,11/24/2022,1:45 AM,Oregon: Clackamas County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
November,11/25/2022,5:00 AM,11/25/2022,8:00 AM,California: Riverside County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack/Vandalism,0,0
November,11/27/2022,5:28 PM,11/27/2022,11:58 PM,Maryland: Montgomery County;,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Transmission Interruption,190,87500
November,11/28/2022,1:08 AM,11/28/2022,2:24 AM,Oregon: Clackamas County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack/Vandalism,Unknown,6337
November,11/30/2022,6:45 PM,12/02/2022,4:00 AM,Maine: Massachusetts: Connecticut: Rhode Island: Vermont: New Hampshire:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,113,113000
November,11/30/2022,2:37 AM,11/30/2022,6:10 AM,New York: Broome County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
November,11/30/2022,3:35 AM,11/30/2022,9:10 AM,Alabama: Mississippi: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,386,54110
December,12/03/2022,7:51 PM,Unknown,Unknown,North Carolina: Moore County;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,99,45000
December,12/05/2022,6:20 PM,12/05/2022,6:55 PM,Pennsylvania: York County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
December,12/05/2022,9:00 AM,12/05/2022,1:00 PM,New York: Orange County;,NPCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
December,12/06/2022,9:25 AM,Unknown,Unknown,California: Sacramento County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
December,12/06/2022,8:26 AM,12/06/2022,8:30 AM,Kentucky: Jefferson County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,0,0
December,12/06/2022,12:00 AM,12/06/2022,12:01 AM,Georgia: Heard County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
December,12/06/2022,12:00 AM,12/06/2022,12:01 AM,Georgia: Bartow County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
December,12/06/2022,12:45 PM,Unknown,Unknown,Ohio:,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,2600,Unknown
December,12/06/2022,8:15 AM,12/06/2022,12:15 PM,Pennsylvania:,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,1883,Unknown
December,12/07/2022,1:35 PM,12/07/2022,1:40 PM,Illinois: Cook County;,SERC/RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
December,12/07/2022,4:42 PM,12/07/2022,9:00 PM,North Carolina: South Carolina:,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
December,12/08/2022,12:36 PM,Unknown,Unknown,Indiana: Vigo County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
December,12/10/2022,1:14 AM,12/10/2022,2:02 AM,Massachusetts: Suffolk County[13];,NPCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Transmission Interruption,0,0
December,12/10/2022,11:00 AM,12/12/2022,6:00 AM,"Missouri: Greene County, Dunklin County;",SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
December,12/13/2022,11:59 PM,12/14/2022,3:39 AM,Washington: Spokane County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,10,583
December,12/14/2022,10:42 AM,12/14/2022,12:05 PM,Florida: Hillsborough County;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
December,12/14/2022,11:23 AM,Unknown,Unknown,Indiana:,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
December,12/14/2022,12:52 PM,Unknown,Unknown,Montana: Richland County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,Unknown
December,12/15/2022,5:30 AM,12/15/2022,5:31 AM,Utah: Salt Lake County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
December,12/16/2022,11:30 PM,12/18/2022,11:21 PM,Massachusetts: Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,36600
December,12/17/2022,7:45 PM,12/17/2022,7:46 PM,Texas: Kaufman County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
December,12/22/2022,9:04 AM,12/25/2022,12:00 AM,Tennessee: Alabama: Mississippi: Kentucky:,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Transmission Interruption,3200,Unknown
December,12/22/2022,9:04 PM,12/22/2022,9:42 PM,Texas: Montgomery County;,TRE,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
December,12/23/2022,6:04 AM,12/23/2022,6:40 AM,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
December,12/23/2022,2:30 PM,Unknown,Unknown,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,57000
December,12/23/2022,5:20 AM,Unknown,Unknown,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,500000
December,12/23/2022,9:45 AM,12/23/2022,5:00 PM,North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,66519
December,12/23/2022,7:30 AM,12/23/2022,10:13 PM,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,108900
December,12/23/2022,8:31 AM,Unknown,Unknown,Tennessee: Shelby County;,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,Unknown,Unknown
December,12/23/2022,3:03 AM,12/23/2022,12:30 PM,Alabama: Georgia: Mississippi:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,236,33010
December,12/23/2022,7:19 AM,12/23/2022,7:41 AM,Missouri: Jasper County;,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,0,0
December,12/24/2022,6:15 AM,12/25/2022,9:00 AM,South Carolina:,SERC,System-wide voltage reductions of 3 percent or more.,Severe Weather,4615,17600
December,12/24/2022,6:35 AM,12/24/2022,4:10 PM,North Carolina:,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,960,130000
December,12/24/2022,4:45 AM,12/24/2022,3:45 PM,North Carolina: South Carolina:,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,1000,295000
December,12/24/2022,9:00 AM,12/24/2022,11:15 AM,Alabama: Georgia: Mississippi:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,160,22436
December,12/25/2022,7:25 PM,12/25/2022,8:07 PM,Washington: Pierce County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,32,13500
December,12/25/2022,2:42 AM,12/25/2022,4:55 AM,Washington: Pierce County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,14,8000
December,12/26/2022,6:54 AM,12/26/2022,8:19 AM,Washington:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,Unknown
December,12/26/2022,8:30 AM,12/28/2022,9:00 PM,"Washington: King County, Island County, Kittitas County, Kitsap County, Pierce County, Skagit County, Thurston County, Whatcom County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,230000
December,12/27/2022,8:00 AM,12/27/2022,8:30 AM,Washington: Lewis County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
December,12/27/2022,1:30 PM,12/27/2022,9:16 PM,California: San Diego County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
December,12/27/2022,10:12 AM,Unknown,Unknown,"Oregon: Clackamas County, Columbia County, Marion County, Multnomah County, Polk County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,83060
December,12/27/2022,8:40 PM,12/27/2022,8:41 PM,Washington: King County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Severe Weather,11,11600
December,12/27/2022,7:07 AM,12/29/2022,11:10 AM,California: Sacramento County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,Unknown
December,12/27/2022,7:20 AM,12/27/2022,11:22 AM,California: Sacramento County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
December,12/29/2022,1:14 PM,12/29/2022,1:55 PM,Washington: King County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
December,12/29/2022,4:00 PM,Unknown,Unknown,Ohio:,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,2600,Unknown
December,12/30/2022,5:25 AM,12/30/2022,2:17 PM,Oregon: Sherman County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
December,12/30/2022,5:04 PM,Unknown,Unknown,Minnesota: Washington County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,Unknown
December,12/31/2022,8:00 PM,01/03/2023,12:00 AM,Nevada:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,3500
December,12/31/2022,7:00 PM,01/01/2023,6:00 AM,California: Sacramento County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,161000
