Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
August,08/29/2021,9:32 AM,08/29/2021,9:32 PM,Louisiana: Pointe Coupee Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,Unknown
August,08/29/2021,5:53 PM,Unknown,Unknown,Louisiana:,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,Unknown,Unknown
August,08/30/2021,9:17 PM,09/01/2021,3:19 PM,Florida: Leon County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
September,09/01/2021,6:22 AM,09/01/2021,3:56 PM,California: Santa Clara County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
September,09/01/2021,5:30 PM,09/02/2021,2:00 AM,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,252740
September,09/02/2021,2:07 PM,09/02/2021,2:10 PM,Texas: Williamson County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
September,09/07/2021,5:30 PM,09/09/2021,9:00 AM,"Michigan: Osceola County, Kalamazoo County, Van Buren County, Saginaw County, Arenac County, Lake County, Clare County, Mecosta County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,80000
September,09/07/2021,8:00 PM,09/09/2021,7:00 AM,Michigan: Wayne County;,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,60000
September,09/08/2021,12:15 PM,09/08/2021,12:38 PM,North Dakota: Cass County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,37,1
September,09/09/2021,4:00 PM,09/09/2021,5:30 PM,California:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
September,09/09/2021,5:00 PM,09/09/2021,8:00 PM,"Nevada: Clark County, Washoe County;",WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,8000,1300000
September,09/10/2021,11:17 AM,09/10/2021,11:19 AM,North Dakota: McKenzie County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,6,1
September,09/10/2021,2:05 PM,Unknown,Unknown,Iowa: Polk County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
September,09/10/2021,7:20 AM,09/10/2021,9:05 AM,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,89,59649
September,09/10/2021,1:55 AM,09/10/2021,2:04 AM,Florida: Citrus County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,75,Unknown
September,09/11/2021,8:32 AM,Unknown,Unknown,Texas: Austin County; California: Los Angeles County;,TRE/SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,0,0
September,09/13/2021,12:18 PM,09/13/2021,1:15 PM,Washington: Skagit County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
September,09/13/2021,11:59 PM,Unknown,Unknown,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,204280
September,09/13/2021,1:10 PM,Unknown,Unknown,Texas: Midland County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Transmission Interruption,0,0
September,09/13/2021,6:00 PM,09/14/2021,12:49 AM,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,66589
September,09/14/2021,12:35 AM,09/18/2021,7:20 PM,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,1905,705415
September,09/14/2021,7:36 AM,09/15/2021,1:48 AM,Texas:,TRE,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,0,Unknown
September,09/14/2021,7:52 AM,09/14/2021,10:44 PM,Texas:,TRE,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,0,Unknown
September,09/15/2021,10:42 PM,09/16/2021,12:37 AM,Texas: Kentucky: Arizona: New Mexico: Oregon: Washington:,TRE/SERC/WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
September,09/16/2021,2:49 PM,09/16/2021,8:02 PM,Oklahoma:,MRO/SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,100,4000
September,09/16/2021,2:49 PM,09/16/2021,8:02 PM,Oklahoma:,MRO/SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,100,4000
September,09/17/2021,11:00 PM,09/19/2021,12:00 PM,"Washington: Pierce County, Whatcom County, Skagit County, King County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmission Interruption,Unknown,87000
September,09/17/2021,3:50 AM,09/18/2021,4:08 AM,Indiana:,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
September,09/17/2021,3:00 AM,09/18/2021,10:00 PM,Minnesota:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,82000
September,09/18/2021,4:30 AM,09/18/2021,6:00 AM,Indiana: Hamilton County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
September,09/22/2021,5:17 PM,Unknown,Unknown,"Michigan: Lenawee County, Livingston County, Genesee County, Tuscola County, Huron County, Sanilac County, Lapeer County, St. Clair County, Macomb County, Oakland County, Washtenaw County, Wayne County, Monroe County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,136000
September,09/22/2021,9:36 AM,09/23/2021,11:45 AM,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,1,0
September,09/28/2021,1:44 PM,09/28/2021,1:56 PM,Kentucky: Henderson County;,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,20,5000
September,09/29/2021,11:48 AM,09/29/2021,12:21 PM,Missouri: Jackson County;,MRO/SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,150,0
October,10/03/2021,10:40 AM,10/03/2021,11:54 AM,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
October,10/04/2021,7:00 AM,10/04/2021,8:00 AM,Utah: Uintah County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,0
October,10/05/2021,11:31 AM,10/05/2021,11:32 AM,California: Santa Clara County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
October,10/05/2021,11:31 AM,10/05/2021,11:32 AM,California: Santa Clara County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
October,10/07/2021,5:15 PM,10/09/2021,6:15 PM,Maryland: Baltimore County;,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
October,10/08/2021,6:30 AM,10/08/2021,10:00 AM,California: Contra Costa County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
October,10/08/2021,2:30 PM,10/08/2021,6:32 PM,Ohio: Cuyahoga County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,210,0
October,10/09/2021,5:01 PM,10/10/2021,6:30 AM,North Carolina:,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
October,10/10/2021,10:15 PM,10/12/2021,5:00 PM,"Texas: Collin County, Dallas County, Denton County, Ellis County, Hunt County, Johnson County, Palo Pinto County, Tarrant County, Wichita County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,110000
October,10/11/2021,2:22 PM,10/11/2021,8:30 PM,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,126,84000
October,10/12/2021,8:08 PM,10/12/2021,8:09 PM,Illinois: Cook County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
October,10/16/2021,2:16 PM,10/16/2021,6:41 PM,Oregon: Lane County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,Unknown
October,10/18/2021,10:18 PM,10/18/2021,11:30 PM,Pennsylvania:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
October,10/18/2021,11:26 PM,10/19/2021,3:00 PM,Pennsylvania: Montgomery County;,RF,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",Suspicious Activity,0,0
October,10/18/2021,11:27 PM,10/19/2021,10:05 AM,Georgia: DeKalb County;,SERC,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",Suspicious Activity,0,0
October,10/18/2021,10:26 PM,10/19/2021,8:19 AM,Missouri: Boone County;,SERC/MRO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
October,10/18/2021,11:47 AM,10/18/2021,11:48 AM,Florida: Putnam County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
October,10/19/2021,3:34 PM,10/19/2021,4:26 PM,Ohio: Summit County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,42,1
October,10/20/2021,11:00 PM,10/21/2021,1:20 AM,Wisconsin: Eau Claire County;,MRO/RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
October,10/22/2021,7:55 PM,10/23/2021,5:55 AM,Louisiana: Lafayette Parish;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,132,0
October,10/24/2021,8:55 AM,10/25/2021,6:15 PM,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,116,59000
October,10/24/2021,7:00 AM,10/26/2021,9:30 PM,"Washington: King County, Pierce County, Skagit County, Thurston County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,233000
October,10/27/2021,5:57 PM,10/28/2021,4:49 PM,Louisiana: Ascension Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0
October,10/27/2021,2:25 AM,10/29/2021,8:37 AM,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,169000
October,10/28/2021,12:47 PM,10/28/2021,1:05 PM,Montana: Valley County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,20,0
October,10/28/2021,2:15 PM,10/30/2021,8:00 AM,"Texas: Angelina County, Bell County, Cherokee County, Collin County, Denton County, Dallas County, Ellis County, Hunt County, Johnson County, McLennan County, Nacogdoches County, Smith County, Tarrant County, Travis County, Williamson County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000
October,10/28/2021,2:45 PM,10/29/2021,8:30 PM,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,130000
October,10/28/2021,12:06 PM,10/28/2021,12:30 PM,Texas: Haskell County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack/Vandalism,Unknown,Unknown
October,10/29/2021,2:20 PM,10/29/2021,3:00 PM,Vermont: Lamoille County;,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
October,10/30/2021,7:31 AM,Unknown,Unknown,New Jersey:,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,Unknown
October,10/31/2021,7:49 AM,10/31/2021,9:32 AM,California: Alameda County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
November,11/04/2021,9:34 PM,11/04/2021,10:57 PM,Montana: Hill County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,44,Unknown
November,11/06/2021,6:45 AM,11/06/2021,7:00 AM,Pennsylvania: York County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
November,11/06/2021,8:40 AM,11/06/2021,8:41 AM,Washington: Grant County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,350
November,11/08/2021,10:53 PM,11/08/2021,11:33 PM,Washington: King County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,9,Unknown
November,11/09/2021,6:00 PM,11/09/2021,8:00 PM,Mississippi: Coahoma County;,SERC, Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,Unknown,Unknown
November,11/09/2021,8:50 AM,11/09/2021,4:00 PM,Indiana: Floyd County;,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
November,11/10/2021,9:19 PM,11/11/2021,1:19 AM,Texas: Brazos County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
November,11/10/2021,9:49 AM,11/10/2021,10:05 AM,New York:,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
November,11/11/2021,5:52 AM,11/11/2021,6:09 AM,Texas: Montgomery County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,67,Unknown
November,11/12/2021,7:00 AM,11/12/2021,7:14 AM,Oregon: Multnomah County; Washington: Idaho: Utah: Wyoming:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
November,11/15/2021,11:47 AM,Unknown,Unknown,Colorado: Larimer County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspicious Activity,0,0
November,11/15/2021,11:00 AM,11/17/2021,6:00 AM,"Washington: King County, Kitsap County, Whatcom County, Thurston County, Pierce County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,90000
November,11/16/2021,12:42 AM,11/16/2021,7:35 AM,California: Los Angeles County;,WECC,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Suspicious Activity,0,0
November,11/16/2021,5:37 PM,11/16/2021,6:21 PM,Maryland: Baltimore County;,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
November,11/17/2021,12:43 PM,11/17/2021,1:25 PM,Michigan: Wexford County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
November,11/17/2021,1:12 PM,Unknown,Unknown,Colorado: Larimer County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
November,11/21/2021,10:00 AM,11/21/2021,10:01 AM,Wisconsin:,MRO/RF,Cyber Security Incident that was an attempt to compromise a High or Medium Impact Bulk Electric System Cyber System or their associated Electronic Access Control or Monitoring Systems,Cyber Event,0,0
November,11/24/2021,10:00 AM,11/26/2021,10:21 AM,"California: Riverside County, Ventura County, San Bernardino County, Orange County, Los Angeles County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,81406
November,11/30/2021,6:46 AM,11/30/2021,6:47 AM,North Carolina: South Carolina:,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0
November,11/30/2021,6:52 AM,11/30/2021,7:25 AM,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
November,11/30/2021,1:47 PM,11/30/2021,2:21 PM,California:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,10,6000
November,11/30/2021,5:00 AM,11/30/2021,5:01 AM,Oregon: Multnomah County; Washington: Idaho: Utah: Wyoming:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
December,12/01/2021,10:04 AM,12/01/2021,1:08 PM,Wisconsin: Eau Claire County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
December,12/02/2021,10:33 AM,12/02/2021,1:10 PM,Texas:,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
December,12/07/2021,2:33 PM,12/07/2021,3:40 PM,Indiana: Putnam County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
December,12/08/2021,9:04 AM,12/08/2021,9:35 AM,New York: Broome County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
December,12/10/2021,12:06 PM,12/10/2021,1:07 PM,Idaho: Ada County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
December,12/11/2021,3:13 AM,12/15/2021,3:30 PM,"Tennessee: Davidson County, Sumner County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,177,107344
December,12/11/2021,6:16 PM,12/13/2021,5:00 PM,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,103000
December,12/11/2021,11:13 AM,12/12/2021,11:06 PM,Michigan:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,182410
December,12/11/2021,10:30 AM,12/11/2021,3:00 PM,"Michigan: Van Buren County, Gladwin County, Montcalm County, Branch County, Allegan County, Ionia County, Newaygo County, Mecosta County, Lake County, Midland County, Ogemaw County, Osceola County, Tuscola County;",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,159947
December,12/12/2021,6:14 AM,12/12/2021,6:40 AM,Louisiana: De Soto Parish;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,36,Unknown
December,12/14/2021,7:28 AM,12/14/2021,1:43 PM,California: Humboldt County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,120,65994
December,12/14/2021,9:39 AM,12/14/2021,9:48 AM,Washington: Chelan County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0
December,12/15/2021,7:00 PM,12/16/2021,3:00 AM,Kansas:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,174000
December,12/15/2021,6:00 PM,12/16/2021,9:00 AM,Iowa: Wisconsin:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,134000
December,12/15/2021,4:37 PM,12/16/2021,11:30 AM,Missouri: Kansas:,SERC/MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,258000
December,12/15/2021,8:00 PM,Unknown,Unknown,Wisconsin:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,80000
December,12/15/2021,8:00 PM,Unknown,Unknown,Wisconsin:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,156000
December,12/15/2021,9:00 PM,Unknown,Unknown,Iowa: Minnesota:,MRO," Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Severe Weather,Unknown,Unknown
December,12/15/2021,3:56 PM,12/15/2021,5:27 PM,Nebraska: Burt County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,5,Unknown
December,12/15/2021,4:37 PM,Unknown,Unknown,Missouri: Kansas:,SERC/MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,Unknown
December,12/16/2021,6:00 AM,12/16/2021,8:00 PM,"Michigan: Antrim County, Kalkaska County, Grand Traverse County, Leelanau County, Benzie County, Manistee County, Wexford County, Missaukee County, Lake County, Osceola County, Oceana County, Newaygo County, Mecosta County, Emmet County, Charlevoix County, Cheboygan County, Clare County, Roscommon County, Crawford County, Ogemaw County;",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,200675
December,12/18/2021,1:04 PM,12/18/2021,9:59 PM,California:,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure or to operations,Suspicious Activity,10,11770
December,12/19/2021,8:48 PM,12/19/2021,9:00 PM,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
December,12/21/2021,9:59 PM,12/22/2021,2:15 PM,Texas: Cameron County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,22,Unknown
December,12/23/2021,1:10 AM,12/23/2021,1:15 AM,Pennsylvania: York County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
December,12/23/2021,2:02 PM,12/23/2021,2:55 PM,Massachusetts: Suffolk County[13];,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0
December,12/24/2021,12:34 AM,12/24/2021,6:40 AM,Texas: Rusk County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,Unknown,Unknown
December,12/27/2021,4:11 AM,01/01/2022,2:41 AM,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,381,115830
December,12/27/2021,9:01 PM,12/30/2021,9:11 AM,California: Humboldt County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,120,65994
December,12/29/2021,11:00 AM,12/29/2021,12:00 PM,Nevada: Clark County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
December,12/30/2021,6:51 PM,Unknown,Unknown,"Missouri: Adair County, Putnam County;",SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
